Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Days,Month,Year,Use IF Statement,Left(4 Char),Mid,Right,Change  Date Format,TRIm,Concat,Change Date Format1,SUM,SUMIF,SUMIFS,COUNT,Countif,Countifs
175,3/20/2023,CUST175,Female,31,Electronics,4,25,100,20,3,2023,0,Elec,lectr,nics,20/03/2023,Electronics,25100,20-03-2023,,,,,,
176,7/11/2023,CUST176,Female,43,Beauty,2,50,100,11,7,2023,1,Beau,eauty,auty,11/07/2023,Beauty,50100,11-07-2023,,,,,,
177,3/24/2023,CUST177,Male,45,Beauty,2,50,100,24,3,2023,1,Beau,eauty,auty,24/03/2023,Beauty,50100,24-03-2023,,,,,,
178,10/4/2023,CUST178,Male,40,Clothing,2,30,60,4,10,2023,0,Clot,lothi,hing,04/10/2023,Clothing,3060,04-10-2023,,,,,,
179,9/29/2023,CUST179,Male,31,Electronics,1,300,300,29,9,2023,0,Elec,lectr,nics,29/09/2023,Electronics,300300,29-09-2023,,,,,,
180,1/1/2023,CUST180,Male,41,Clothing,3,300,900,1,1,2023,0,Clot,lothi,hing,01/01/2023,Clothing,300900,01-01-2023,,,,,,
181,11/3/2023,CUST181,Male,19,Electronics,4,300,1200,3,11,2023,0,Elec,lectr,nics,03/11/2023,Electronics,3001200,03-11-2023,,,,,,
182,6/15/2023,CUST182,Male,62,Beauty,4,30,120,15,6,2023,1,Beau,eauty,auty,15/06/2023,Beauty,30120,15-06-2023,,,,,,
183,9/8/2023,CUST183,Female,43,Beauty,3,300,900,8,9,2023,1,Beau,eauty,auty,08/09/2023,Beauty,300900,08-09-2023,,,,,,
184,1/10/2023,CUST184,Male,31,Electronics,4,50,200,10,1,2023,0,Elec,lectr,nics,10/01/2023,Electronics,50200,10-01-2023,,,,,,
185,2/27/2023,CUST185,Male,24,Clothing,1,25,25,27,2,2023,0,Clot,lothi,hing,27/02/2023,Clothing,2525,27-02-2023,,,,,,
186,7/5/2023,CUST186,Male,20,Clothing,4,50,200,5,7,2023,0,Clot,lothi,hing,05/07/2023,Clothing,50200,05-07-2023,,,,,,
187,6/7/2023,CUST187,Female,64,Clothing,2,50,100,7,6,2023,0,Clot,lothi,hing,07/06/2023,Clothing,50100,07-06-2023,,,,,,
188,5/3/2023,CUST188,Male,40,Clothing,3,25,75,3,5,2023,0,Clot,lothi,hing,03/05/2023,Clothing,2575,03-05-2023,,,,,,
189,1/30/2023,CUST189,Male,63,Beauty,1,50,50,30,1,2023,1,Beau,eauty,auty,30/01/2023,Beauty,5050,30-01-2023,,,,,,
190,5/4/2023,CUST190,Female,60,Beauty,3,30,90,4,5,2023,1,Beau,eauty,auty,04/05/2023,Beauty,3090,04-05-2023,,,,,,
191,10/18/2023,CUST191,Male,64,Beauty,1,25,25,18,10,2023,1,Beau,eauty,auty,18/10/2023,Beauty,2525,18-10-2023,,,,,,
192,2/10/2023,CUST192,Male,62,Beauty,2,50,100,10,2,2023,1,Beau,eauty,auty,10/02/2023,Beauty,50100,10-02-2023,,,,,,
193,2/13/2023,CUST193,Male,35,Beauty,3,500,1500,13,2,2023,1,Beau,eauty,auty,13/02/2023,Beauty,5001500,13-02-2023,,,,,,
194,9/6/2023,CUST194,Male,55,Clothing,4,50,200,6,9,2023,0,Clot,lothi,hing,06/09/2023,Clothing,50200,06-09-2023,,,,,,
195,2/5/2023,CUST195,Male,52,Clothing,1,30,30,5,2,2023,0,Clot,lothi,hing,05/02/2023,Clothing,3030,05-02-2023,,,,,,
196,9/30/2023,CUST196,Female,32,Clothing,3,300,900,30,9,2023,0,Clot,lothi,hing,30/09/2023,Clothing,300900,30-09-2023,,,,,,
197,3/6/2023,CUST197,Female,42,Clothing,4,50,200,6,3,2023,0,Clot,lothi,hing,06/03/2023,Clothing,50200,06-03-2023,,,,,,
198,3/7/2023,CUST198,Female,54,Beauty,3,300,900,7,3,2023,1,Beau,eauty,auty,07/03/2023,Beauty,300900,07-03-2023,,,,,,
199,12/4/2023,CUST199,Male,45,Beauty,3,500,1500,4,12,2023,1,Beau,eauty,auty,04/12/2023,Beauty,5001500,04-12-2023,,,,,,
200,9/1/2023,CUST200,Male,27,Beauty,3,50,150,1,9,2023,1,Beau,eauty,auty,01/09/2023,Beauty,50150,01-09-2023,,,,,,
201,10/9/2023,CUST201,Male,56,Electronics,1,25,25,9,10,2023,0,Elec,lectr,nics,09/10/2023,Electronics,2525,09-10-2023,,,,,,
202,3/26/2023,CUST202,Female,34,Clothing,4,300,1200,26,3,2023,0,Clot,lothi,hing,26/03/2023,Clothing,3001200,26-03-2023,,,,,,
203,5/16/2023,CUST203,Male,56,Clothing,2,500,1000,16,5,2023,0,Clot,lothi,hing,16/05/2023,Clothing,5001000,16-05-2023,,,,,,
204,9/28/2023,CUST204,Male,39,Beauty,1,25,25,28,9,2023,1,Beau,eauty,auty,28/09/2023,Beauty,2525,28-09-2023,,,,,,
205,11/7/2023,CUST205,Female,43,Clothing,1,25,25,7,11,2023,0,Clot,lothi,hing,07/11/2023,Clothing,2525,07-11-2023,,,,,,
206,8/5/2023,CUST206,Male,61,Clothing,1,25,25,5,8,2023,0,Clot,lothi,hing,05/08/2023,Clothing,2525,05-08-2023,,,,,,
207,4/19/2023,CUST207,Female,42,Beauty,2,25,50,19,4,2023,1,Beau,eauty,auty,19/04/2023,Beauty,2550,19-04-2023,,,,,,
208,10/4/2023,CUST208,Female,34,Electronics,4,50,200,4,10,2023,0,Elec,lectr,nics,04/10/2023,Electronics,50200,04-10-2023,,,,,,
209,12/20/2023,CUST209,Female,30,Electronics,4,50,200,20,12,2023,0,Elec,lectr,nics,20/12/2023,Electronics,50200,20-12-2023,,,,,,
210,4/13/2023,CUST210,Male,37,Electronics,4,50,200,13,4,2023,0,Elec,lectr,nics,13/04/2023,Electronics,50200,13-04-2023,,,,,,
211,1/1/2024,CUST211,Male,42,Beauty,3,500,1500,1,1,2024,1,Beau,eauty,auty,01/01/2024,Beauty,5001500,01-01-2024,,,,,,
212,6/9/2023,CUST212,Male,21,Clothing,3,500,1500,9,6,2023,0,Clot,lothi,hing,09/06/2023,Clothing,5001500,09-06-2023,,,,,,
213,7/24/2023,CUST213,Male,27,Beauty,3,500,1500,24,7,2023,1,Beau,eauty,auty,24/07/2023,Beauty,5001500,24-07-2023,,,,,,
214,12/10/2023,CUST214,Male,20,Beauty,2,30,60,10,12,2023,1,Beau,eauty,auty,10/12/2023,Beauty,3060,10-12-2023,,,,,,
215,11/29/2023,CUST215,Male,58,Clothing,3,500,1500,29,11,2023,0,Clot,lothi,hing,29/11/2023,Clothing,5001500,29-11-2023,,,,,,
216,7/11/2023,CUST216,Male,62,Electronics,2,50,100,11,7,2023,0,Elec,lectr,nics,11/07/2023,Electronics,50100,11-07-2023,,,,,,
217,8/13/2023,CUST217,Female,35,Electronics,4,50,200,13,8,2023,0,Elec,lectr,nics,13/08/2023,Electronics,50200,13-08-2023,,,,,,
218,9/22/2023,CUST218,Male,64,Beauty,3,30,90,22,9,2023,1,Beau,eauty,auty,22/09/2023,Beauty,3090,22-09-2023,,,,,,
219,8/20/2023,CUST219,Female,53,Electronics,3,30,90,20,8,2023,0,Elec,lectr,nics,20/08/2023,Electronics,3090,20-08-2023,,,,,,
220,3/3/2023,CUST220,Male,64,Beauty,1,500,500,3,3,2023,1,Beau,eauty,auty,03/03/2023,Beauty,500500,03-03-2023,,,,,,
221,5/7/2023,CUST221,Male,39,Beauty,2,300,600,7,5,2023,1,Beau,eauty,auty,07/05/2023,Beauty,300600,07-05-2023,,,,,,
222,4/26/2023,CUST222,Male,51,Clothing,4,30,120,26,4,2023,0,Clot,lothi,hing,26/04/2023,Clothing,30120,26-04-2023,,,,,,
223,2/2/2023,CUST223,Female,64,Clothing,1,25,25,2,2,2023,0,Clot,lothi,hing,02/02/2023,Clothing,2525,02-02-2023,,,,,,
224,6/23/2023,CUST224,Female,25,Clothing,1,50,50,23,6,2023,0,Clot,lothi,hing,23/06/2023,Clothing,5050,23-06-2023,,,,,,
225,1/11/2023,CUST225,Female,57,Beauty,4,25,100,11,1,2023,1,Beau,eauty,auty,11/01/2023,Beauty,25100,11-01-2023,,,,,,
226,10/29/2023,CUST226,Female,61,Clothing,1,50,50,29,10,2023,0,Clot,lothi,hing,29/10/2023,Clothing,5050,29-10-2023,,,,,,
227,10/11/2023,CUST227,Male,36,Electronics,2,50,100,11,10,2023,0,Elec,lectr,nics,11/10/2023,Electronics,50100,11-10-2023,,,,,,
228,4/28/2023,CUST228,Female,59,Electronics,2,30,60,28,4,2023,0,Elec,lectr,nics,28/04/2023,Electronics,3060,28-04-2023,,,,,,
229,10/29/2023,CUST229,Male,58,Beauty,3,30,90,29,10,2023,1,Beau,eauty,auty,29/10/2023,Beauty,3090,29-10-2023,,,,,,
230,4/23/2023,CUST230,Male,54,Beauty,1,25,25,23,4,2023,1,Beau,eauty,auty,23/04/2023,Beauty,2525,23-04-2023,,,,,,
231,1/4/2023,CUST231,Female,23,Clothing,3,50,150,4,1,2023,0,Clot,lothi,hing,04/01/2023,Clothing,50150,04-01-2023,,,,,,
232,2/6/2023,CUST232,Female,43,Beauty,1,25,25,6,2,2023,1,Beau,eauty,auty,06/02/2023,Beauty,2525,06-02-2023,,,,,,
233,12/29/2023,CUST233,Female,51,Beauty,2,300,600,29,12,2023,1,Beau,eauty,auty,29/12/2023,Beauty,300600,29-12-2023,,,,,,
234,11/20/2023,CUST234,Female,62,Electronics,2,25,50,20,11,2023,0,Elec,lectr,nics,20/11/2023,Electronics,2550,20-11-2023,,,,,,
235,1/31/2023,CUST235,Female,23,Electronics,2,500,1000,31,1,2023,0,Elec,lectr,nics,31/01/2023,Electronics,5001000,31-01-2023,,,,,,
236,4/28/2023,CUST236,Female,54,Clothing,1,25,25,28,4,2023,0,Clot,lothi,hing,28/04/2023,Clothing,2525,28-04-2023,,,,,,
237,2/4/2023,CUST237,Female,50,Beauty,2,500,1000,4,2,2023,1,Beau,eauty,auty,04/02/2023,Beauty,5001000,04-02-2023,,,,,,
238,1/17/2023,CUST238,Female,39,Beauty,1,500,500,17,1,2023,1,Beau,eauty,auty,17/01/2023,Beauty,500500,17-01-2023,,,,,,
239,6/19/2023,CUST239,Male,38,Electronics,3,500,1500,19,6,2023,0,Elec,lectr,nics,19/06/2023,Electronics,5001500,19-06-2023,,,,,,
240,2/6/2023,CUST240,Female,23,Beauty,1,300,300,6,2,2023,1,Beau,eauty,auty,06/02/2023,Beauty,300300,06-02-2023,,,,,,
241,9/21/2023,CUST241,Female,23,Electronics,3,25,75,21,9,2023,0,Elec,lectr,nics,21/09/2023,Electronics,2575,21-09-2023,,,,,,
242,5/2/2023,CUST242,Male,21,Clothing,1,25,25,2,5,2023,0,Clot,lothi,hing,02/05/2023,Clothing,2525,02-05-2023,,,,,,
243,5/23/2023,CUST243,Female,47,Electronics,3,300,900,23,5,2023,0,Elec,lectr,nics,23/05/2023,Electronics,300900,23-05-2023,,,,,,
244,12/9/2023,CUST244,Male,28,Beauty,2,50,100,9,12,2023,1,Beau,eauty,auty,09/12/2023,Beauty,50100,09-12-2023,,,,,,
245,9/6/2023,CUST245,Male,47,Clothing,3,30,90,6,9,2023,0,Clot,lothi,hing,06/09/2023,Clothing,3090,06-09-2023,,,,,,
246,4/20/2023,CUST246,Female,48,Electronics,2,25,50,20,4,2023,0,Elec,lectr,nics,20/04/2023,Electronics,2550,20-04-2023,,,,,,
247,10/4/2023,CUST247,Male,41,Electronics,2,30,60,4,10,2023,0,Elec,lectr,nics,04/10/2023,Electronics,3060,04-10-2023,,,,,,
248,3/9/2023,CUST248,Male,26,Clothing,3,300,900,9,3,2023,0,Clot,lothi,hing,09/03/2023,Clothing,300900,09-03-2023,,,,,,
249,10/20/2023,CUST249,Male,20,Clothing,1,50,50,20,10,2023,0,Clot,lothi,hing,20/10/2023,Clothing,5050,20-10-2023,,,,,,
250,10/23/2023,CUST250,Male,48,Electronics,1,50,50,23,10,2023,0,Elec,lectr,nics,23/10/2023,Electronics,5050,23-10-2023,,,,,,
251,8/31/2023,CUST251,Female,57,Beauty,4,50,200,31,8,2023,1,Beau,eauty,auty,31/08/2023,Beauty,50200,31-08-2023,,,,,,
252,5/5/2023,CUST252,Male,54,Electronics,1,300,300,5,5,2023,0,Elec,lectr,nics,05/05/2023,Electronics,300300,05-05-2023,,,,,,
253,8/31/2023,CUST253,Female,53,Clothing,4,500,2000,31,8,2023,0,Clot,lothi,hing,31/08/2023,Clothing,5002000,31-08-2023,,,,,,
254,7/28/2023,CUST254,Male,41,Electronics,1,500,500,28,7,2023,0,Elec,lectr,nics,28/07/2023,Electronics,500500,28-07-2023,,,,,,
255,4/8/2023,CUST255,Male,48,Clothing,1,30,30,8,4,2023,0,Clot,lothi,hing,08/04/2023,Clothing,3030,08-04-2023,,,,,,
256,2/18/2023,CUST256,Male,23,Clothing,2,500,1000,18,2,2023,0,Clot,lothi,hing,18/02/2023,Clothing,5001000,18-02-2023,,,,,,
257,2/19/2023,CUST257,Male,19,Beauty,4,500,2000,19,2,2023,1,Beau,eauty,auty,19/02/2023,Beauty,5002000,19-02-2023,,,,,,
258,12/4/2023,CUST258,Female,37,Clothing,1,50,50,4,12,2023,0,Clot,lothi,hing,04/12/2023,Clothing,5050,04-12-2023,,,,,,
259,8/9/2023,CUST259,Female,45,Clothing,4,50,200,9,8,2023,0,Clot,lothi,hing,09/08/2023,Clothing,50200,09-08-2023,,,,,,
260,7/1/2023,CUST260,Male,28,Beauty,2,30,60,1,7,2023,1,Beau,eauty,auty,01/07/2023,Beauty,3060,01-07-2023,,,,,,
261,8/5/2023,CUST261,Male,21,Clothing,2,25,50,5,8,2023,0,Clot,lothi,hing,05/08/2023,Clothing,2550,05-08-2023,,,,,,
262,7/30/2023,CUST262,Female,32,Beauty,4,30,120,30,7,2023,1,Beau,eauty,auty,30/07/2023,Beauty,30120,30-07-2023,,,,,,
263,8/28/2023,CUST263,Male,23,Beauty,2,30,60,28,8,2023,1,Beau,eauty,auty,28/08/2023,Beauty,3060,28-08-2023,,,,,,
264,1/28/2023,CUST264,Male,47,Clothing,3,300,900,28,1,2023,0,Clot,lothi,hing,28/01/2023,Clothing,300900,28-01-2023,,,,,,
265,12/11/2023,CUST265,Male,55,Clothing,3,300,900,11,12,2023,0,Clot,lothi,hing,11/12/2023,Clothing,300900,11-12-2023,,,,,,
266,12/1/2023,CUST266,Female,19,Electronics,2,30,60,1,12,2023,0,Elec,lectr,nics,01/12/2023,Electronics,3060,01-12-2023,,,,,,
267,11/27/2023,CUST267,Female,32,Beauty,3,30,90,27,11,2023,1,Beau,eauty,auty,27/11/2023,Beauty,3090,27-11-2023,,,,,,
268,2/20/2023,CUST268,Female,28,Electronics,1,30,30,20,2,2023,0,Elec,lectr,nics,20/02/2023,Electronics,3030,20-02-2023,,,,,,
269,2/1/2023,CUST269,Male,25,Clothing,4,500,2000,1,2,2023,0,Clot,lothi,hing,01/02/2023,Clothing,5002000,01-02-2023,,,,,,
270,7/26/2023,CUST270,Male,43,Electronics,1,300,300,26,7,2023,0,Elec,lectr,nics,26/07/2023,Electronics,300300,26-07-2023,,,,,,
271,6/23/2023,CUST271,Female,62,Beauty,4,30,120,23,6,2023,1,Beau,eauty,auty,23/06/2023,Beauty,30120,23-06-2023,,,,,,
272,2/25/2023,CUST272,Female,61,Electronics,2,50,100,25,2,2023,0,Elec,lectr,nics,25/02/2023,Electronics,50100,25-02-2023,,,,,,
273,5/8/2023,CUST273,Female,22,Beauty,1,50,50,8,5,2023,1,Beau,eauty,auty,08/05/2023,Beauty,5050,08-05-2023,,,,,,
274,4/9/2023,CUST274,Female,23,Clothing,2,500,1000,9,4,2023,0,Clot,lothi,hing,09/04/2023,Clothing,5001000,09-04-2023,,,,,,
275,4/8/2023,CUST275,Male,43,Clothing,2,500,1000,8,4,2023,0,Clot,lothi,hing,08/04/2023,Clothing,5001000,08-04-2023,,,,,,
276,10/2/2023,CUST276,Female,21,Beauty,4,25,100,2,10,2023,1,Beau,eauty,auty,02/10/2023,Beauty,25100,02-10-2023,,,,,,
277,8/18/2023,CUST277,Male,36,Clothing,4,25,100,18,8,2023,0,Clot,lothi,hing,18/08/2023,Clothing,25100,18-08-2023,,,,,,
278,3/13/2023,CUST278,Female,37,Clothing,4,25,100,13,3,2023,0,Clot,lothi,hing,13/03/2023,Clothing,25100,13-03-2023,,,,,,
279,8/5/2023,CUST279,Male,50,Clothing,1,500,500,5,8,2023,0,Clot,lothi,hing,05/08/2023,Clothing,500500,05-08-2023,,,,,,
280,4/4/2023,CUST280,Female,37,Clothing,3,500,1500,4,4,2023,0,Clot,lothi,hing,04/04/2023,Clothing,5001500,04-04-2023,,,,,,
281,5/23/2023,CUST281,Female,29,Beauty,4,500,2000,23,5,2023,1,Beau,eauty,auty,23/05/2023,Beauty,5002000,23-05-2023,,,,,,
282,8/25/2023,CUST282,Female,64,Electronics,4,50,200,25,8,2023,0,Elec,lectr,nics,25/08/2023,Electronics,50200,25-08-2023,,,,,,
283,5/8/2023,CUST283,Female,18,Electronics,1,500,500,8,5,2023,0,Elec,lectr,nics,08/05/2023,Electronics,500500,08-05-2023,,,,,,
284,2/8/2023,CUST284,Male,43,Clothing,4,50,200,8,2,2023,0,Clot,lothi,hing,08/02/2023,Clothing,50200,08-02-2023,,,,,,
285,8/15/2023,CUST285,Female,31,Electronics,1,25,25,15,8,2023,0,Elec,lectr,nics,15/08/2023,Electronics,2525,15-08-2023,,,,,,
286,10/9/2023,CUST286,Male,55,Electronics,2,25,50,9,10,2023,0,Elec,lectr,nics,09/10/2023,Electronics,2550,09-10-2023,,,,,,
287,2/20/2023,CUST287,Male,54,Clothing,4,25,100,20,2,2023,0,Clot,lothi,hing,20/02/2023,Clothing,25100,20-02-2023,,,,,,
288,1/26/2023,CUST288,Male,28,Clothing,4,30,120,26,1,2023,0,Clot,lothi,hing,26/01/2023,Clothing,30120,26-01-2023,,,,,,
289,11/30/2023,CUST289,Male,53,Electronics,2,30,60,30,11,2023,0,Elec,lectr,nics,30/11/2023,Electronics,3060,30-11-2023,,,,,,
290,10/4/2023,CUST290,Female,30,Beauty,2,300,600,4,10,2023,1,Beau,eauty,auty,04/10/2023,Beauty,300600,04-10-2023,,,,,,
291,1/8/2023,CUST291,Male,60,Clothing,2,300,600,8,1,2023,0,Clot,lothi,hing,08/01/2023,Clothing,300600,08-01-2023,,,,,,
292,2/17/2023,CUST292,Male,20,Beauty,4,300,1200,17,2,2023,1,Beau,eauty,auty,17/02/2023,Beauty,3001200,17-02-2023,,,,,,
293,5/2/2023,CUST293,Male,50,Electronics,3,30,90,2,5,2023,0,Elec,lectr,nics,02/05/2023,Electronics,3090,02-05-2023,,,,,,
294,3/27/2023,CUST294,Female,23,Clothing,3,30,90,27,3,2023,0,Clot,lothi,hing,27/03/2023,Clothing,3090,27-03-2023,,,,,,
295,7/28/2023,CUST295,Female,27,Beauty,3,300,900,28,7,2023,1,Beau,eauty,auty,28/07/2023,Beauty,300900,28-07-2023,,,,,,
296,9/6/2023,CUST296,Female,22,Clothing,4,300,1200,6,9,2023,0,Clot,lothi,hing,06/09/2023,Clothing,3001200,06-09-2023,,,,,,
297,9/4/2023,CUST297,Female,40,Electronics,2,500,1000,4,9,2023,0,Elec,lectr,nics,04/09/2023,Electronics,5001000,04-09-2023,,,,,,
298,4/20/2023,CUST298,Male,27,Beauty,4,300,1200,20,4,2023,1,Beau,eauty,auty,20/04/2023,Beauty,3001200,20-04-2023,,,,,,
299,7/25/2023,CUST299,Male,61,Electronics,2,500,1000,25,7,2023,0,Elec,lectr,nics,25/07/2023,Electronics,5001000,25-07-2023,,,,,,
300,1/31/2023,CUST300,Female,19,Electronics,4,50,200,31,1,2023,0,Elec,lectr,nics,31/01/2023,Electronics,50200,31-01-2023,,,,,,
301,3/26/2023,CUST301,Male,30,Clothing,4,30,120,26,3,2023,0,Clot,lothi,hing,26/03/2023,Clothing,30120,26-03-2023,,,,,,
302,7/14/2023,CUST302,Male,57,Beauty,2,300,600,14,7,2023,1,Beau,eauty,auty,14/07/2023,Beauty,300600,14-07-2023,,,,,,
303,1/2/2023,CUST303,Male,19,Electronics,3,30,90,2,1,2023,0,Elec,lectr,nics,02/01/2023,Electronics,3090,02-01-2023,,,,,,
304,7/19/2023,CUST304,Female,37,Electronics,2,30,60,19,7,2023,0,Elec,lectr,nics,19/07/2023,Electronics,3060,19-07-2023,,,,,,
305,5/16/2023,CUST305,Female,18,Beauty,1,30,30,16,5,2023,1,Beau,eauty,auty,16/05/2023,Beauty,3030,16-05-2023,,,,,,
306,8/21/2023,CUST306,Male,54,Electronics,1,50,50,21,8,2023,0,Elec,lectr,nics,21/08/2023,Electronics,5050,21-08-2023,,,,,,
307,5/27/2023,CUST307,Female,26,Electronics,2,25,50,27,5,2023,0,Elec,lectr,nics,27/05/2023,Electronics,2550,27-05-2023,,,,,,
308,8/5/2023,CUST308,Female,34,Beauty,4,300,1200,5,8,2023,1,Beau,eauty,auty,05/08/2023,Beauty,3001200,05-08-2023,,,,,,
309,12/23/2023,CUST309,Female,26,Beauty,1,25,25,23,12,2023,1,Beau,eauty,auty,23/12/2023,Beauty,2525,23-12-2023,,,,,,
310,10/12/2023,CUST310,Female,28,Beauty,1,25,25,12,10,2023,1,Beau,eauty,auty,12/10/2023,Beauty,2525,12-10-2023,,,,,,
311,12/5/2023,CUST311,Female,32,Beauty,4,25,100,5,12,2023,1,Beau,eauty,auty,05/12/2023,Beauty,25100,05-12-2023,,,,,,
312,9/7/2023,CUST312,Male,41,Clothing,4,30,120,7,9,2023,0,Clot,lothi,hing,07/09/2023,Clothing,30120,07-09-2023,,,,,,
313,3/21/2023,CUST313,Female,55,Beauty,3,500,1500,21,3,2023,1,Beau,eauty,auty,21/03/2023,Beauty,5001500,21-03-2023,,,,,,
314,4/8/2023,CUST314,Male,52,Clothing,4,30,120,8,4,2023,0,Clot,lothi,hing,08/04/2023,Clothing,30120,08-04-2023,,,,,,
315,6/1/2023,CUST315,Male,47,Clothing,2,30,60,1,6,2023,0,Clot,lothi,hing,01/06/2023,Clothing,3060,01-06-2023,,,,,,
316,4/22/2023,CUST316,Female,48,Clothing,2,25,50,22,4,2023,0,Clot,lothi,hing,22/04/2023,Clothing,2550,22-04-2023,,,,,,
317,1/30/2023,CUST317,Male,22,Electronics,3,30,90,30,1,2023,0,Elec,lectr,nics,30/01/2023,Electronics,3090,30-01-2023,,,,,,
318,10/24/2023,CUST318,Male,61,Clothing,1,25,25,24,10,2023,0,Clot,lothi,hing,24/10/2023,Clothing,2525,24-10-2023,,,,,,
319,10/5/2023,CUST319,Male,31,Clothing,1,500,500,5,10,2023,0,Clot,lothi,hing,05/10/2023,Clothing,500500,05-10-2023,,,,,,
320,2/1/2023,CUST320,Female,28,Electronics,4,300,1200,1,2,2023,0,Elec,lectr,nics,01/02/2023,Electronics,3001200,01-02-2023,,,,,,
321,6/10/2023,CUST321,Female,26,Electronics,2,25,50,10,6,2023,0,Elec,lectr,nics,10/06/2023,Electronics,2550,10-06-2023,,,,,,
322,1/30/2023,CUST322,Male,51,Electronics,1,500,500,30,1,2023,0,Elec,lectr,nics,30/01/2023,Electronics,500500,30-01-2023,,,,,,
323,1/26/2023,CUST323,Female,29,Beauty,3,300,900,26,1,2023,1,Beau,eauty,auty,26/01/2023,Beauty,300900,26-01-2023,,,,,,
324,10/27/2023,CUST324,Female,52,Electronics,3,50,150,27,10,2023,0,Elec,lectr,nics,27/10/2023,Electronics,50150,27-10-2023,,,,,,
325,9/2/2023,CUST325,Female,52,Electronics,2,25,50,2,9,2023,0,Elec,lectr,nics,02/09/2023,Electronics,2550,02-09-2023,,,,,,
326,9/15/2023,CUST326,Female,18,Clothing,3,25,75,15,9,2023,0,Clot,lothi,hing,15/09/2023,Clothing,2575,15-09-2023,,,,,,
327,9/29/2023,CUST327,Male,57,Electronics,3,50,150,29,9,2023,0,Elec,lectr,nics,29/09/2023,Electronics,50150,29-09-2023,,,,,,
328,3/22/2023,CUST328,Male,39,Beauty,2,50,100,22,3,2023,1,Beau,eauty,auty,22/03/2023,Beauty,50100,22-03-2023,,,,,,
329,1/30/2023,CUST329,Female,46,Electronics,4,25,100,30,1,2023,0,Elec,lectr,nics,30/01/2023,Electronics,25100,30-01-2023,,,,,,
330,9/18/2023,CUST330,Female,25,Beauty,4,50,200,18,9,2023,1,Beau,eauty,auty,18/09/2023,Beauty,50200,18-09-2023,,,,,,
331,2/11/2023,CUST331,Male,28,Electronics,3,30,90,11,2,2023,0,Elec,lectr,nics,11/02/2023,Electronics,3090,11-02-2023,,,,,,
332,4/6/2023,CUST332,Male,58,Electronics,4,300,1200,6,4,2023,0,Elec,lectr,nics,06/04/2023,Electronics,3001200,06-04-2023,,,,,,
333,2/5/2023,CUST333,Female,54,Electronics,4,300,1200,5,2,2023,0,Elec,lectr,nics,05/02/2023,Electronics,3001200,05-02-2023,,,,,,
334,11/1/2023,CUST334,Male,31,Electronics,3,300,900,1,11,2023,0,Elec,lectr,nics,01/11/2023,Electronics,300900,01-11-2023,,,,,,
335,2/4/2023,CUST335,Female,47,Beauty,4,30,120,4,2,2023,1,Beau,eauty,auty,04/02/2023,Beauty,30120,04-02-2023,,,,,,
336,12/12/2023,CUST336,Female,52,Beauty,3,50,150,12,12,2023,1,Beau,eauty,auty,12/12/2023,Beauty,50150,12-12-2023,,,,,,
337,5/1/2023,CUST337,Male,38,Clothing,1,500,500,1,5,2023,0,Clot,lothi,hing,01/05/2023,Clothing,500500,01-05-2023,,,,,,
338,7/26/2023,CUST338,Male,54,Beauty,2,50,100,26,7,2023,1,Beau,eauty,auty,26/07/2023,Beauty,50100,26-07-2023,,,,,,
339,3/3/2023,CUST339,Female,22,Electronics,2,25,50,3,3,2023,0,Elec,lectr,nics,03/03/2023,Electronics,2550,03-03-2023,,,,,,
340,10/19/2023,CUST340,Female,36,Clothing,4,300,1200,19,10,2023,0,Clot,lothi,hing,19/10/2023,Clothing,3001200,19-10-2023,,,,,,
341,5/7/2023,CUST341,Male,31,Clothing,4,50,200,7,5,2023,0,Clot,lothi,hing,07/05/2023,Clothing,50200,07-05-2023,,,,,,
342,10/24/2023,CUST342,Female,43,Clothing,4,500,2000,24,10,2023,0,Clot,lothi,hing,24/10/2023,Clothing,5002000,24-10-2023,,,,,,
343,11/1/2023,CUST343,Male,21,Electronics,2,25,50,1,11,2023,0,Elec,lectr,nics,01/11/2023,Electronics,2550,01-11-2023,,,,,,
344,1/21/2023,CUST344,Female,42,Beauty,1,30,30,21,1,2023,1,Beau,eauty,auty,21/01/2023,Beauty,3030,21-01-2023,,,,,,
345,11/14/2023,CUST345,Male,62,Electronics,1,30,30,14,11,2023,0,Elec,lectr,nics,14/11/2023,Electronics,3030,14-11-2023,,,,,,
346,2/11/2023,CUST346,Male,59,Clothing,2,500,1000,11,2,2023,0,Clot,lothi,hing,11/02/2023,Clothing,5001000,11-02-2023,,,,,,
347,8/3/2023,CUST347,Male,42,Electronics,1,25,25,3,8,2023,0,Elec,lectr,nics,03/08/2023,Electronics,2525,03-08-2023,,,,,,
348,12/3/2023,CUST348,Female,35,Electronics,2,300,600,3,12,2023,0,Elec,lectr,nics,03/12/2023,Electronics,300600,03-12-2023,,,,,,
349,10/26/2023,CUST349,Female,57,Beauty,1,50,50,26,10,2023,1,Beau,eauty,auty,26/10/2023,Beauty,5050,26-10-2023,,,,,,
350,10/17/2023,CUST350,Male,25,Beauty,3,25,75,17,10,2023,1,Beau,eauty,auty,17/10/2023,Beauty,2575,17-10-2023,,,,,,
